source_doc,source_pdf,source_page,reference_page,classification,assigned_to_block,block_start_page,block_reference_start,office,funding_year,word_count,visual_row_count,reason
119sdoc5,GPO-CDOC-119sdoc5.pdf,10,10,other,False,,,,,40,32,non_data
119sdoc5,GPO-CDOC-119sdoc5.pdf,11,11,other,False,,,,,115,38,non_data
119sdoc5,GPO-CDOC-119sdoc5.pdf,12,12,other,False,,,,,237,41,non_data
119sdoc5,GPO-CDOC-119sdoc5.pdf,13,13,other,False,,,,,183,35,non_data
119sdoc5,GPO-CDOC-119sdoc5.pdf,14,14,other,False,,,,,147,35,non_data
119sdoc5,GPO-CDOC-119sdoc5.pdf,15,15,other,False,,,,,174,47,non_data
119sdoc5,GPO-CDOC-119sdoc5.pdf,16,16,other,False,,,,,139,47,non_data
119sdoc5,GPO-CDOC-119sdoc5.pdf,17,17,other,False,,,,,30,9,non_data
119sdoc5,GPO-CDOC-119sdoc5.pdf,18,18,other,False,,,,,0,0,non_data
119sdoc5,GPO-CDOC-119sdoc5.pdf,19,19,banner,True,19,19,OFFICE OF THE VICE PRESIDENT (D) - HARRIS,2023,57,30,block_start
119sdoc5,GPO-CDOC-119sdoc5.pdf,20,20,banner,True,20,20,OFFICE OF THE VICE PRESIDENT (D) - HARRIS,2024,57,30,block_start
119sdoc5,GPO-CDOC-119sdoc5.pdf,21,21,banner,True,21,21,OFFICE OF THE VICE PRESIDENT (D) - HARRIS,2025,54,29,block_start
119sdoc5,GPO-CDOC-119sdoc5.pdf,22,22,banner,True,22,22,PRESIDENT PRO TEMPORE (D),2023,57,30,block_start
119sdoc5,GPO-CDOC-119sdoc5.pdf,23,23,banner,True,23,23,PRESIDENT PRO TEMPORE (D),2024,66,33,block_start
119sdoc5,GPO-CDOC-119sdoc5.pdf,24,24,banner,True,24,24,PRESIDENT PRO TEMPORE (D),2025,60,31,block_start
119sdoc5,GPO-CDOC-119sdoc5.pdf,25,25,banner,True,25,25,PRES PRO TEM EMERITUS (D),2025,70,33,block_start
119sdoc5,GPO-CDOC-119sdoc5.pdf,26,26,banner,True,26,26,MAJORITY LEADER (D),2023,60,31,block_start
119sdoc5,GPO-CDOC-119sdoc5.pdf,27,27,banner,True,27,27,MAJORITY LEADER (D),2024,57,30,block_start
119sdoc5,GPO-CDOC-119sdoc5.pdf,28,28,banner,True,28,28,MINORITY LEADER (D),2025,58,31,block_start
119sdoc5,GPO-CDOC-119sdoc5.pdf,29,29,banner,True,29,29,MAJORITY WHIP (D),2023,58,31,block_start
119sdoc5,GPO-CDOC-119sdoc5.pdf,30,30,banner,True,30,30,MAJORITY WHIP (D),2024,58,31,block_start
119sdoc5,GPO-CDOC-119sdoc5.pdf,31,31,banner,True,31,31,MINORITY WHIP (D),2025,58,31,block_start
119sdoc5,GPO-CDOC-119sdoc5.pdf,32,32,banner,True,32,32,CHAIRMAN MAJORITY CONFERENCE COMMITTEE (D),2023,56,30,block_start
119sdoc5,GPO-CDOC-119sdoc5.pdf,33,33,banner,True,33,33,CHAIRMAN MAJORITY CONFERENCE COMMITTEE (D),2024,59,31,block_start
119sdoc5,GPO-CDOC-119sdoc5.pdf,34,34,banner,True,34,34,CHAIRMAN MINORITY CONFERENCE COMMITTEE (D),2025,56,30,block_start
119sdoc5,GPO-CDOC-119sdoc5.pdf,35,35,banner,True,35,35,CHAIRMAN MAJORITY POLICY COMMITTEE (D),2023,56,30,block_start
119sdoc5,GPO-CDOC-119sdoc5.pdf,36,36,banner,True,36,36,CHAIRMAN MAJORITY POLICY COMMITTEE (D),2024,59,31,block_start
119sdoc5,GPO-CDOC-119sdoc5.pdf,37,37,banner,True,37,37,CHAIRMAN MINORITY POLICY COMMITTEE (D),2025,55,30,block_start
119sdoc5,GPO-CDOC-119sdoc5.pdf,38,38,banner,True,38,38,OFFICE OF THE VICE PRESIDENT (R) - VANCE,2025,90,39,block_start
119sdoc5,GPO-CDOC-119sdoc5.pdf,39,39,banner,True,39,39,PRES PRO TEM EMERITUS (R),2023,55,30,block_start
119sdoc5,GPO-CDOC-119sdoc5.pdf,40,40,banner,True,40,40,PRES PRO TEM EMERITUS (R),2024,55,30,block_start
119sdoc5,GPO-CDOC-119sdoc5.pdf,41,41,banner,True,41,41,PRES PRO TEM EMERITUS (R),2025,55,30,block_start
119sdoc5,GPO-CDOC-119sdoc5.pdf,42,42,banner,True,42,42,PRESIDENT PRO TEMPORE (R),2025,55,30,block_start
119sdoc5,GPO-CDOC-119sdoc5.pdf,43,43,banner,True,43,43,MINORITY LEADER (R),2023,64,33,block_start
119sdoc5,GPO-CDOC-119sdoc5.pdf,44,44,banner,True,44,44,MINORITY LEADER (R),2024,70,35,block_start
119sdoc5,GPO-CDOC-119sdoc5.pdf,45,45,banner,True,45,45,MAJORITY LEADER (R),2025,91,40,block_start
